weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
49158,0.35451418186538586,"[13296, 5907, 20192, 9763]","[0.38570433975400326, 0.17013248847926268, 0.5833983415677096, 0.28006310958118186]","[283.4686927865251, 91.15407461654257]","[0.5694933322308974, 0.32429523243360636]",301022907.0388536,825694263.318201,0.015655911637612242,0.04294356384155369
