weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
46736,0.4021961756252044,"[11727, 11738, 11521, 11750]","[0.4049378453038674, 0.4028001784427439, 0.3978245856353591, 0.40321196939020626]","[179.97318983224923, 160.46978774392332]","[0.495770608953599, 0.49834308669976035]",491070033.3402949,569028455.40682,0.03636773275590478,0.04214118840845677
