weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
52234,0.3586982646733644,"[17443, 8216, 13379, 13196]","[0.48174436588599207, 0.22536756638139127, 0.3680200253067063, 0.360516897522061]","[264.84190374085847, 123.49781751349695]","[0.5319393220581824, 0.4195130736763594]",627732216.2511954,853610314.4411086,0.029602364355246928,0.04025424040905193
