weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
37303,0.4171941754087727,"[12476, 6249, 6141, 12437]","[0.5603916812648789, 0.27842630547139546, 0.27583883573642365, 0.5541347353412939]","[182.00723802375146, 122.08079779106238]","[0.5014050914785358, 0.4921983650043186]",183877020.4754616,516439254.04573756,0.022999394907417578,0.0645963825103157
