weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
52641,0.3384707380116508,"[11430, 11342, 14867, 15002]","[0.29458003659699494, 0.29231205381304604, 0.3815769211026128, 0.385041835634721]","[269.8735586330047, 160.30491442031877]","[0.5578289598195117, 0.49627699196360986]",514502120.8186412,949573790.4063182,0.021270669732703747,0.03925750675318235
