weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
46372,0.36596664851512495,"[12975, 11805, 10638, 10954]","[0.41206173780487804, 0.3718813004032258, 0.33652842364999525, 0.34373038784988075]","[233.98542223755715, 120.84037781419822]","[0.4550496528077288, 0.48715600737478953]",192864386.47657838,1048547268.1453925,0.012012223478225798,0.06530694620478934
