weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
25462,0.35583319358264853,"[11326, 4702, 9434, 0]","[0.6362921348314606, 0.26154188452553123, 0.53, 0.0]","[143.19680307909826, 53.263294320948866]","[0.40055437487069934, 0.2613164716047443]",66362288.874873206,290131594.81977284,0.01296072350847248,0.056663437100871496
