weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
17060,0.533458411507192,"[3960, 6480, 2360, 4260]","[0.49936948297604034, 0.8039702233250621, 0.29760403530895335, 0.5285359801488834]","[120.99062133645955, 70.10140679953106]","[0.4632842522643226, 0.566404973766648]",11804534.566236932,78279358.49941428,0.011542289140059132,0.07654033155045531
