30,"('y', 0.9854628639295697)","('f', 0.9657150879502296)","('ç', 0.9450252838432789)","('v', 0.9379764124751091)","('t', 0.904069684445858)","('ş', 0.9037807136774063)","('c', 0.8921106904745102)","('p', 0.8822610154747963)","('h', 0.8780658468604088)","('m', 0.8768261298537254)","('ö', 0.8698696047067642)","('ğ', 0.8653588891029358)","('o', 0.8614105582237244)","('z', 0.8576120138168335)","('g', 0.8530257940292358)","('n', 0.8522299975156784)","('s', 0.8474015444517136)","('b', 0.8312731981277466)","('ü', 0.8260848224163055)","('e', 0.8235623687505722)","('k', 0.8110218197107315)","('d', 0.7948411107063293)","('r', 0.7946186065673828)","('a', 0.7654823362827301)","(',', 0.729901522397995)","('j', 0.7005799412727356)","('i', 0.4095599055290222)","('ı', 0.27243155241012573)","('l', 0.0)"
31,"('ı', 0.7895966619253159)","('i', 0.7020677030086517)","('l', 0.6007144749164581)","(',', 0.2591257691383362)","('a', 0.18222665786743164)","('e', 0.17724043130874634)","('s', 0.1531638503074646)","('g', 0.14629656076431274)","('n', 0.14233189821243286)","('z', 0.14038676023483276)","('o', 0.12073981761932373)","('ğ', 0.10209548473358154)","('ş', 0.10178446769714355)","('b', 0.10022151470184326)","('p', 0.09998255968093872)","('m', 0.08937066793441772)","('t', 0.08743685483932495)","('d', 0.08583170175552368)","('c', 0.08503586053848267)","('h', 0.07685202360153198)","('ü', 0.06817632913589478)","('k', 0.059378862380981445)","('j', 0.05680668354034424)","('ç', 0.05268740653991699)","('ö', 0.05261486768722534)","('r', 0.0521889328956604)","('v', 0.024905502796173096)","('f', 0.02038705348968506)","('y', 0.0)"
32,"('d', 0.9750382043421268)","('ü', 0.9300192892551422)","('ö', 0.9141375720500946)","('ğ', 0.9123774021863937)","('a', 0.9030435383319855)","('z', 0.899709552526474)","('o', 0.8956535309553146)","('s', 0.8898866549134254)","('g', 0.8895992115139961)","('t', 0.8655828088521957)","('v', 0.8588869422674179)","('ş', 0.8547406792640686)","('e', 0.8485392034053802)","('h', 0.8434469699859619)","('n', 0.8367998152971268)","('b', 0.8323535025119781)","('m', 0.8289599269628525)","('ç', 0.8203897178173065)","('j', 0.8175054639577866)","('c', 0.8121428191661835)","('y', 0.810380607843399)","(',', 0.8087299168109894)","('f', 0.7865182310342789)","('p', 0.7729480266571045)","('k', 0.7510445415973663)","('r', 0.6425856947898865)","('i', 0.450958251953125)","('ı', 0.3163663148880005)","('l', 0.0)"
33,"('g', 0.9588286615908146)","('o', 0.9559014476835728)","('s', 0.9557806700468063)","('ğ', 0.9486408270895481)","('z', 0.9480599388480186)","('e', 0.9321011230349541)","('t', 0.921829953789711)","('h', 0.9213126003742218)","('ö', 0.9168875366449356)","('b', 0.9074371308088303)","('n', 0.9039004296064377)","('ş', 0.9037627875804901)","('ü', 0.9016552790999413)","('c', 0.894490472972393)","('m', 0.8832995295524597)","('v', 0.8832152038812637)","('a', 0.879195973277092)","('ç', 0.8762953877449036)","('d', 0.8694800287485123)","('p', 0.8595179170370102)","('y', 0.8463504761457443)","('f', 0.8367751091718674)","('k', 0.8270557075738907)","(',', 0.8206819891929626)","('r', 0.7329610586166382)","('j', 0.71791672706604)","('i', 0.460737943649292)","('ı', 0.33455580472946167)","('l', 0.0)"
34,"('h', 0.9741327967494726)","('b', 0.9505106322467327)","('c', 0.9446628428995609)","('t', 0.9351828247308731)","('ğ', 0.9295481443405151)","('g', 0.9198923110961914)","('o', 0.9150895848870277)","('s', 0.914923682808876)","('z', 0.913004495203495)","('ö', 0.9097226038575172)","('ç', 0.9023754075169563)","('e', 0.9015107303857803)","('ş', 0.8949714303016663)","('ü', 0.8858112320303917)","('p', 0.8839983493089676)","('k', 0.883536584675312)","('v', 0.8826729655265808)","('n', 0.8822472244501114)","('m', 0.8699241876602173)","('y', 0.8666062206029892)","('f', 0.8611814975738525)","('d', 0.8262530118227005)","('a', 0.824335977435112)","('r', 0.7819665819406509)","(',', 0.7744292467832565)","('j', 0.6814751923084259)","('i', 0.45196300745010376)","('ı', 0.3187907338142395)","('l', 0.0)"
35,"('o', 0.9642819128930569)","('g', 0.9631937071681023)","('s', 0.9601237550377846)","('z', 0.9544319063425064)","('ğ', 0.9524025097489357)","('e', 0.9301531091332436)","('t', 0.922924280166626)","('ö', 0.9210645705461502)","('h', 0.9152188524603844)","('ş', 0.9091541543602943)","('n', 0.9069643542170525)","('ü', 0.9046123698353767)","('b', 0.8979326635599136)","('v', 0.8898658007383347)","('c', 0.8892353624105453)","('m', 0.8881426155567169)","('a', 0.8859305009245872)","('d', 0.8788752779364586)","('ç', 0.8774595931172371)","('p', 0.8570680171251297)","('y', 0.8499898910522461)","('f', 0.8390408605337143)","(',', 0.8252124041318893)","('k', 0.8179998993873596)","('j', 0.7282683253288269)","('r', 0.7270483374595642)","('i', 0.4593955874443054)","('ı', 0.3330613970756531)","('l', 0.0)"
36,"('f', 0.9779980443418026)","('y', 0.9731768723577261)","('ç', 0.9725929871201515)","('v', 0.9375081993639469)","('t', 0.9241055995225906)","('ş', 0.921234242618084)","('c', 0.9187764450907707)","('p', 0.9075369089841843)","('h', 0.8986396491527557)","('m', 0.889195129275322)","('ğ', 0.8792958632111549)","('o', 0.8771344125270844)","('ö', 0.8759010583162308)","('z', 0.874579444527626)","('g', 0.8717826753854752)","('n', 0.8705140352249146)","('s', 0.8659775108098984)","('b', 0.8506626039743423)","('e', 0.8446085155010223)","('ü', 0.831695631146431)","('k', 0.8285519480705261)","('r', 0.8106277883052826)","('d', 0.7955019623041153)","('a', 0.7750080823898315)","(',', 0.7421403229236603)","('j', 0.690545380115509)","('i', 0.42078548669815063)","('ı', 0.28184688091278076)","('l', 0.0)"
37,"('o', 0.9947628448717296)","('g', 0.9697239529341459)","('s', 0.9682434909045696)","('z', 0.9607438147068024)","('n', 0.9402044005692005)","('e', 0.939085029065609)","('ş', 0.9335164204239845)","('ğ', 0.9314999505877495)","('m', 0.922126054763794)","('t', 0.9194065257906914)","('v', 0.9028232246637344)","('ö', 0.9010322093963623)","('h', 0.8964301198720932)","('a', 0.8861038610339165)","('ç', 0.8855082243680954)","('c', 0.8824973255395889)","('ü', 0.8769856616854668)","('p', 0.8724116384983063)","('d', 0.8701622486114502)","('b', 0.8677005916833878)","('y', 0.8604431599378586)","('f', 0.8531381040811539)","(',', 0.8393301665782928)","('k', 0.7943288385868073)","('j', 0.7306590676307678)","('r', 0.7300457060337067)","('i', 0.45751357078552246)","('ı', 0.3321053981781006)","('l', 0.0)"
38,"('k', 0.9901599222794175)","('b', 0.9199220165610313)","('h', 0.9045429974794388)","('c', 0.9026278331875801)","('t', 0.8552393764257431)","('ç', 0.8485181778669357)","('ğ', 0.8381545841693878)","('p', 0.8373966813087463)","('ö', 0.8351154774427414)","('r', 0.8234214931726456)","('f', 0.8204907774925232)","('y', 0.8203651756048203)","('g', 0.8184336423873901)","('ü', 0.8180561065673828)","('s', 0.8135808408260345)","('z', 0.8131508827209473)","('o', 0.8117834478616714)","('e', 0.8094334751367569)","('v', 0.8090981543064117)","('ş', 0.8082858622074127)","('n', 0.7901513576507568)","('m', 0.7836617231369019)","('d', 0.7400479912757874)","('a', 0.7294057607650757)","(',', 0.6851448118686676)","('j', 0.605206161737442)","('i', 0.4286254048347473)","('ı', 0.2948274612426758)","('l', 0.0)"
39,"('o', 0.9820850752294064)","('z', 0.9736676346510649)","('g', 0.9730453621596098)","('s', 0.9689528457820415)","('ğ', 0.947342112660408)","('ş', 0.9418312534689903)","('t', 0.9335910379886627)","('n', 0.9257020801305771)","('e', 0.9256801828742027)","('ö', 0.9149641767144203)","('v', 0.9128612577915192)","('m', 0.9110451340675354)","('h', 0.9012241140007973)","('ç', 0.894827626645565)","('ü', 0.8885883241891861)","('c', 0.8871502056717873)","('a', 0.882910244166851)","('d', 0.8788291439414024)","('b', 0.8711636662483215)","('y', 0.8701619505882263)","('p', 0.8682959675788879)","('f', 0.8606627434492111)","(',', 0.8320049047470093)","('k', 0.7978916168212891)","('j', 0.742121160030365)","('r', 0.728445291519165)","('i', 0.45726126432418823)","('ı', 0.32513946294784546)","('l', 0.0)"
40,"('e', 0.9569299072027206)","('g', 0.9535101167857647)","('o', 0.953020628541708)","('s', 0.9506672658026218)","('n', 0.9495340026915073)","('z', 0.9361303672194481)","('ş', 0.9282820820808411)","('m', 0.9223455190658569)","('t', 0.9175618886947632)","('ğ', 0.9108868539333344)","('h', 0.9082125797867775)","('p', 0.9069064036011696)","('c', 0.9052898064255714)","('ç', 0.8930738791823387)","('v', 0.8879859820008278)","('b', 0.8799811378121376)","('ö', 0.8775587379932404)","('f', 0.8618447035551071)","('y', 0.8592403382062912)","('a', 0.8548934310674667)","('ü', 0.8501265794038773)","('d', 0.8285010755062103)","(',', 0.8273795545101166)","('k', 0.8171338140964508)","('r', 0.7673647701740265)","('j', 0.6880306899547577)","('i', 0.4583722949028015)","('ı', 0.33726948499679565)","('l', 0.0)"
41,"('v', 0.9975626934319735)","('y', 0.9499367848038673)","('ç', 0.9374954476952553)","('ş', 0.9347301498055458)","('t', 0.9314881190657616)","('f', 0.9240321442484856)","('ö', 0.9139339923858643)","('o', 0.9095906987786293)","('ğ', 0.9095383957028389)","('m', 0.9054902791976929)","('z', 0.9019717946648598)","('h', 0.8966171517968178)","('g', 0.8959564343094826)","('c', 0.8930603042244911)","('s', 0.8905938267707825)","('n', 0.8841881304979324)","('p', 0.8750689625740051)","('ü', 0.8703709244728088)","('e', 0.8594793975353241)","('b', 0.8510213047266006)","('d', 0.8495669364929199)","('a', 0.8181280493736267)","('k', 0.8053284138441086)","(',', 0.7713187634944916)","('r', 0.7574378997087479)","('j', 0.7412256598472595)","('i', 0.42368316650390625)","('ı', 0.29107606410980225)","('l', 0.0)"
42,"('i', 0.8635553121566772)","('ı', 0.591691642999649)","('l', 0.47501128911972046)","(',', 0.24908733367919922)","('a', 0.18572652339935303)","('e', 0.17714452743530273)","('s', 0.16470855474472046)","('g', 0.15741807222366333)","('z', 0.15613913536071777)","('n', 0.13581395149230957)","('o', 0.12430065870285034)","('ğ', 0.12011975049972534)","('b', 0.11734795570373535)","('ş', 0.10835862159729004)","('t', 0.10352820158004761)","('c', 0.09742796421051025)","('d', 0.09620863199234009)","('p', 0.09317058324813843)","('h', 0.08832919597625732)","('ü', 0.08805680274963379)","('m', 0.07556068897247314)","('j', 0.07500255107879639)","('k', 0.0730060338973999)","('ö', 0.06661611795425415)","('ç', 0.06135129928588867)","('r', 0.038380980491638184)","('v', 0.02358877658843994)","('f', 0.01980036497116089)","('y', 0.0)"
43,"('y', 0.983308844268322)","('f', 0.9652528986334801)","('ç', 0.94291552901268)","('v', 0.938102051615715)","('ş', 0.9040385186672211)","('t', 0.9021820053458214)","('c', 0.8892035558819771)","('p', 0.8814866617321968)","('m', 0.8777536153793335)","('h', 0.8751236498355865)","('ö', 0.8680461645126343)","('ğ', 0.863800123333931)","('o', 0.8609632402658463)","('z', 0.8569742143154144)","('n', 0.8525867015123367)","('g', 0.8523127436637878)","('s', 0.8467624187469482)","('b', 0.8282013982534409)","('ü', 0.8242693096399307)","('e', 0.8229652643203735)","('k', 0.8073182553052902)","('d', 0.7946518808603287)","('r', 0.7927766442298889)","('a', 0.7655447870492935)","(',', 0.7306513488292694)","('j', 0.7015773952007294)","('i', 0.40915852785110474)","('ı', 0.2723514437675476)","('l', 0.0)"
44,"('o', 0.9856244837865233)","('s', 0.9714564215391874)","('g', 0.9709639735519886)","('z', 0.9581053629517555)","('e', 0.9479205347597599)","('n', 0.9428634941577911)","('ş', 0.9263667091727257)","('ğ', 0.925273671746254)","('m', 0.9186523035168648)","('t', 0.9116583913564682)","('ö', 0.8925754800438881)","('v', 0.891676127910614)","('h', 0.8914174139499664)","('a', 0.8902679085731506)","('c', 0.8777606040239334)","('ç', 0.8770063519477844)","('ü', 0.8712453544139862)","('p', 0.8700589835643768)","('d', 0.8659721612930298)","('b', 0.8656411319971085)","('y', 0.8499903678894043)","(',', 0.8460130840539932)","('f', 0.8442656993865967)","('k', 0.7910204380750656)","('r', 0.7270332276821136)","('j', 0.7252388894557953)","('i', 0.4610501527786255)","('ı', 0.3370444178581238)","('l', 0.0)"
45,"('r', 0.9396845698356628)","('p', 0.8552231043577194)","('c', 0.8345257043838501)","('k', 0.8283447325229645)","('h', 0.7978845685720444)","('ç', 0.7955538332462311)","('b', 0.7897893935441971)","('f', 0.7897750735282898)","('t', 0.7767062336206436)","('e', 0.7733440101146698)","('n', 0.7696708142757416)","('ş', 0.7668437659740448)","('y', 0.7603134959936142)","('m', 0.7578046768903732)","('g', 0.7563381344079971)","('s', 0.7531105279922485)","('o', 0.7458157539367676)","('z', 0.7457683682441711)","('ğ', 0.7390114367008209)","('v', 0.7365526854991913)","('ö', 0.7150504887104034)","('ü', 0.6852702498435974)","(',', 0.6591084897518158)","('a', 0.6548282504081726)","('d', 0.6299022138118744)","('j', 0.5004744827747345)","('i', 0.4275973439216614)","('ı', 0.30353879928588867)","('l', 0.0)"
46,"('s', 0.9461205750703812)","('g', 0.9416800104081631)","('o', 0.9414480403065681)","('z', 0.9328345730900764)","('e', 0.932010717689991)","('a', 0.9190269187092781)","('ğ', 0.9128607735037804)","('n', 0.8992309272289276)","('ö', 0.8817964643239975)","('ü', 0.8812282606959343)","('d', 0.8794108554720879)","('t', 0.8774381130933762)","('ş', 0.876384936273098)","('h', 0.8710131645202637)","('m', 0.870512455701828)","('b', 0.8642212897539139)","(',', 0.8523768782615662)","('v', 0.8474579304456711)","('c', 0.8459578901529312)","('ç', 0.8320068418979645)","('p', 0.8243249952793121)","('y', 0.8030241876840591)","('f', 0.793675109744072)","('k', 0.7788089662790298)","('j', 0.7283834218978882)","('r', 0.6883166432380676)","('i', 0.472542405128479)","('ı', 0.3498954772949219)","('l', 0.0)"
47,"('m', 0.9851414365693927)","('n', 0.9613543413579464)","('o', 0.9327713176608086)","('ş', 0.9295266419649124)","('g', 0.9139892086386681)","('e', 0.9133724719285965)","('s', 0.9124584272503853)","('z', 0.9061086624860764)","('p', 0.905761830508709)","('v', 0.9049904197454453)","('t', 0.8935341238975525)","('ç', 0.8919695317745209)","('ğ', 0.8801262751221657)","('c', 0.877549834549427)","('f', 0.8770600631833076)","('h', 0.8759239688515663)","('y', 0.8755059391260147)","('ö', 0.8601343780755997)","('a', 0.8395641297101974)","('b', 0.8368460983037949)","('ü', 0.8273504972457886)","('d', 0.8215630799531937)","(',', 0.8173374533653259)","('k', 0.7824590057134628)","('r', 0.7617891132831573)","('j', 0.6969228684902191)","('i', 0.4402432441711426)","('ı', 0.32579582929611206)","('l', 0.0)"
