weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
50271,0.3552243868314502,"[9049, 9029, 15417, 16776]","[0.2571761496049565, 0.2548621108194315, 0.4363466545907393, 0.4715803676842638]","[289.0996399514631, 150.03763601281057]","[0.5977170953349856, 0.5104028630575704]",562470856.7926698,948211241.9033982,0.028084747466790547,0.04734516100243903
