weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
44015,0.4234165768816377,"[13269, 12056, 9256, 9434]","[0.5105818069878405, 0.46390641834692936, 0.3561643835616438, 0.363013698630137]","[157.5750312393502, 141.39527433829377]","[0.4410564260263386, 0.4824579874168171]",531240625.01706487,497148559.9593262,0.04916155146807577,0.04600663685488111
