weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
60401,0.38227513227513227,"[18047, 16193, 18342, 7819]","[0.4577668425324675, 0.410739650974026, 0.4634392844509576, 0.19755925008843297]","[216.17784473766991, 124.14350755782189]","[0.42026922800326155, 0.4011189171264557]",658519664.0765058,1141360351.5918362,0.026377436411426165,0.04571793636391545
