weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
36245,0.3166885102664919,"[9634, 9658, 8456, 8497]","[0.3377388255915863, 0.3365156794425087, 0.29644171779141104, 0.29606271777003484]","[165.86464339908952, 162.74871016691958]","[0.4723915283641533, 0.49616168762858764]",254213811.25220305,351481995.9405128,0.019407408520908918,0.026833139589707743
