weight,rel_weight,weights,rel_weights,center,center_norm,inertia_hor,inertia_vert,inertia_hor_norm,inertia_vert_norm
41320,0.3196262260589746,"[14504, 5738, 8490, 12588]","[0.4496527777777778, 0.1778893849206349, 0.2621826940893089, 0.38873448211969613]","[239.31277831558566, 111.73719748305905]","[0.46545464514762824, 0.44118405371736674]",186489313.22747248,1009591761.6530519,0.011158816548565162,0.06041016003682463
